OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerState,Region,ProductID,Quantity,UnitPrice,Discount,SalesAmount,Profit
ORD-2024-00551,2024-06-24,2024-06-28,Standard Class,C-037,OH,North,P-008,1,89.99,0.2,71.99,33.99
ORD-2024-00552,2024-03-11,2024-03-14,First Class,C-001,NY,East,P-005,8,329,0.2,2105.6,545.6
ORD-2025-00553,2025-06-20,2025-06-25,Standard Class,C-001,NY,East,P-004,10,499,0,4990,1890
ORD-2024-00554,2024-06-03,2024-06-07,First Class,C-039,OK,Central,P-014,12,59,0,708,372
ORD-2024-00555,2024-06-13,2024-06-15,Same Day,C-022,UT,West,P-010,10,429,0,4290,1890
ORD-2025-00556,2025-10-15,2025-10-22,Same Day,C-032,AB,North,P-006,4,49.99,0,199.96,115.96
ORD-2025-00557,2025-09-11,2025-09-17,Second Class,C-010,CO,West,P-012,3,249,0.1,672.3,252.3
ORD-2025-00558,2025-10-23,2025-10-26,First Class,C-030,MD,East,P-015,1,289,0,289,124
ORD-2025-00559,2025-09-20,2025-09-21,Standard Class,C-013,ON,North,P-016,4,6.99,0,27.96,15.16
ORD-2025-00560,2025-03-15,2025-03-18,Standard Class,C-008,MI,North,P-016,1,6.99,0,6.99,3.79
ORD-2025-00561,2025-05-03,2025-05-05,First Class,C-023,FL,South,P-019,8,68,0.2,435.2,163.2
ORD-2025-00562,2025-06-03,2025-06-09,Standard Class,C-039,OK,Central,P-014,10,59,0.1,531,251
ORD-2025-00563,2025-07-18,2025-07-19,Standard Class,C-004,TX,South,P-005,9,329,0.2,2368.8,613.8
ORD-2024-00564,2024-08-19,2024-08-23,First Class,C-027,OH,North,P-010,11,429,0.1,4247.1,1607.1
ORD-2024-00565,2024-05-02,2024-05-03,Standard Class,C-023,FL,South,P-007,3,119,0.15,303.45,111.45
ORD-2025-00566,2025-02-02,2025-02-06,First Class,C-017,TN,South,P-012,4,249,0.05,946.2,386.2
ORD-2025-00567,2025-11-12,2025-11-13,Same Day,C-038,LA,South,P-012,10,249,0.2,1992,592
ORD-2024-00568,2024-12-29,2025-01-02,Second Class,C-014,CA,West,P-007,8,119,0.05,904.4,392.4
ORD-2025-00569,2025-05-10,2025-05-11,First Class,C-032,AB,North,P-006,4,49.99,0.1,179.96,95.96
ORD-2025-00570,2025-08-31,2025-09-02,Same Day,C-014,CA,West,P-003,10,849,0.2,6792,1392
ORD-2024-00571,2024-01-13,2024-01-14,First Class,C-017,TN,South,P-012,12,249,0,2988,1308
ORD-2025-00572,2025-06-26,2025-07-02,Standard Class,C-001,NY,East,P-020,1,34.99,0.15,29.74,15.74
ORD-2024-00573,2024-09-05,2024-09-10,Same Day,C-026,IN,North,P-006,9,49.99,0,449.91,260.91
ORD-2025-00574,2025-03-01,2025-03-06,Second Class,C-020,MO,North,P-008,2,89.99,0.1,161.98,85.98
ORD-2024-00575,2024-06-27,2024-07-04,Second Class,C-032,AB,North,P-011,5,559,0.15,2375.75,725.75
ORD-2025-00576,2025-03-14,2025-03-21,Standard Class,C-038,LA,South,P-010,11,429,0,4719,2079
ORD-2025-00577,2025-08-09,2025-08-15,Same Day,C-034,CA,West,P-005,7,329,0.1,2072.7,707.7
ORD-2024-00578,2024-05-05,2024-05-08,Second Class,C-003,IL,North,P-009,12,199,0.1,2149.2,997.2
ORD-2025-00579,2025-05-08,2025-05-11,Standard Class,C-017,TN,South,P-016,7,6.99,0.05,46.48,24.08
ORD-2025-00580,2025-01-31,2025-02-01,Standard Class,C-018,NC,South,P-008,7,89.99,0.05,598.43,332.43
ORD-2024-00581,2024-03-19,2024-03-20,First Class,C-035,MO,North,P-001,4,1299,0,5196,2156
ORD-2025-00582,2025-06-26,2025-06-29,First Class,C-010,CO,West,P-007,7,119,0.05,791.35,343.35
ORD-2025-00583,2025-06-17,2025-06-24,Same Day,C-014,CA,West,P-007,7,119,0.05,791.35,343.35
ORD-2025-00584,2025-03-08,2025-03-14,Same Day,C-032,AB,North,P-012,2,249,0.1,448.2,168.2
ORD-2025-00585,2025-11-22,2025-11-25,Second Class,C-033,TX,South,P-008,2,89.99,0,179.98,103.98
ORD-2025-00586,2025-05-15,2025-05-21,First Class,C-022,UT,West,P-019,7,68,0,476,238
ORD-2025-00587,2025-06-08,2025-06-10,First Class,C-006,WA,West,P-007,4,119,0,476,220
ORD-2025-00588,2025-12-14,2025-12-15,Same Day,C-018,NC,South,P-010,5,429,0.1,1930.5,730.5
ORD-2025-00589,2025-06-05,2025-06-11,Second Class,C-036,PA,East,P-005,9,329,0,2961,1206
ORD-2024-00590,2024-01-14,2024-01-19,Same Day,C-018,NC,South,P-014,8,59,0.1,424.8,200.8
ORD-2024-00591,2024-09-07,2024-09-12,Standard Class,C-002,CA,West,P-015,8,289,0,2312,992
ORD-2025-00592,2025-08-17,2025-08-18,Second Class,C-016,OH,North,P-019,2,68,0,136,68
ORD-2025-00593,2025-03-30,2025-04-02,Standard Class,C-001,NY,East,P-020,3,34.99,0,104.97,62.97
ORD-2025-00594,2025-01-05,2025-01-06,Second Class,C-007,GA,South,P-016,12,6.99,0.1,75.49,37.09
ORD-2024-00595,2024-03-12,2024-03-13,Same Day,C-034,CA,West,P-015,8,289,0,2312,992
ORD-2025-00596,2025-01-24,2025-01-25,Same Day,C-029,TX,South,P-007,9,119,0.05,1017.45,441.45
ORD-2025-00597,2025-02-19,2025-02-21,First Class,C-035,MO,North,P-016,2,6.99,0.1,12.58,6.18
ORD-2024-00598,2024-08-08,2024-08-11,Second Class,C-011,TX,South,P-015,7,289,0.15,1719.55,564.55
ORD-2025-00599,2025-11-07,2025-11-08,First Class,C-018,NC,South,P-019,4,68,0,272,136
ORD-2025-00600,2025-07-08,2025-07-12,First Class,C-025,TN,South,P-015,1,289,0.15,245.65,80.65
ORD-2024-00601,2024-03-20,2024-03-24,Second Class,C-036,PA,East,P-005,9,329,0.2,2368.8,613.8
ORD-2025-00602,2025-04-24,2025-04-28,Second Class,C-012,FL,South,P-018,7,8.99,0.15,53.49,28.29
ORD-2024-00603,2024-08-16,2024-08-18,Second Class,C-012,FL,South,P-014,3,59,0.05,168.15,84.15
ORD-2024-00604,2024-07-30,2024-08-04,First Class,C-008,MI,North,P-009,9,199,0,1791,927
ORD-2024-00605,2024-04-16,2024-04-19,Same Day,C-038,LA,South,P-010,1,429,0,429,189
ORD-2024-00606,2024-01-07,2024-01-14,First Class,C-005,AZ,West,P-015,6,289,0.05,1647.3,657.3
ORD-2024-00607,2024-10-28,2024-10-31,Same Day,C-005,AZ,West,P-008,11,89.99,0,989.89,571.89
ORD-2024-00608,2024-03-21,2024-03-26,Standard Class,C-026,IN,North,P-020,8,34.99,0,279.92,167.92
ORD-2024-00609,2024-12-22,2024-12-26,Same Day,C-011,TX,South,P-006,4,49.99,0,199.96,115.96
ORD-2024-00610,2024-05-01,2024-05-07,Same Day,C-007,GA,South,P-015,1,289,0.2,231.2,66.2
ORD-2024-00611,2024-11-14,2024-11-17,Same Day,C-040,KY,South,P-016,5,6.99,0.15,29.71,13.71
ORD-2024-00612,2024-10-31,2024-11-04,Same Day,C-039,OK,Central,P-016,5,6.99,0.05,33.2,17.2
ORD-2025-00613,2025-10-01,2025-10-06,Standard Class,C-020,MO,North,P-019,1,68,0.05,64.6,30.6
ORD-2024-00614,2024-03-12,2024-03-16,Same Day,C-002,CA,West,P-015,7,289,0.1,1820.7,665.7
ORD-2025-00615,2025-12-31,2026-01-05,Same Day,C-015,OR,West,P-010,12,429,0.05,4890.6,2010.6
ORD-2024-00616,2024-10-14,2024-10-15,Standard Class,C-020,MO,North,P-013,12,179,0,2148,1008
ORD-2025-00617,2025-10-27,2025-11-03,Second Class,C-038,LA,South,P-011,8,559,0,4472,1832
ORD-2024-00618,2024-10-29,2024-11-05,Same Day,C-018,NC,South,P-006,11,49.99,0.05,522.4,291.4
ORD-2025-00619,2025-01-02,2025-01-07,Standard Class,C-005,AZ,West,P-020,9,34.99,0,314.91,188.91
ORD-2024-00620,2024-02-04,2024-02-11,Same Day,C-038,LA,South,P-017,10,12.49,0.1,112.41,61.41
ORD-2025-00621,2025-11-13,2025-11-14,Standard Class,C-005,AZ,West,P-003,1,849,0,849,309
ORD-2025-00622,2025-03-28,2025-04-04,Same Day,C-007,GA,South,P-001,1,1299,0.15,1104.15,344.15
ORD-2024-00623,2024-04-20,2024-04-26,Same Day,C-031,BC,North,P-014,6,59,0.1,318.6,150.6
ORD-2024-00624,2024-07-29,2024-08-05,Standard Class,C-004,TX,South,P-015,6,289,0.2,1387.2,397.2
ORD-2024-00625,2024-07-28,2024-08-04,First Class,C-007,GA,South,P-001,5,1299,0.05,6170.25,2370.25
ORD-2024-00626,2024-01-09,2024-01-16,Same Day,C-036,PA,East,P-002,9,999,0.05,8541.45,3051.45
ORD-2024-00627,2024-01-30,2024-02-04,Second Class,C-030,MD,East,P-011,1,559,0.05,531.05,201.05
ORD-2024-00628,2024-08-05,2024-08-11,Second Class,C-016,OH,North,P-004,12,499,0.05,5688.6,1968.6
ORD-2025-00629,2025-03-25,2025-03-29,First Class,C-025,TN,South,P-006,4,49.99,0.05,189.96,105.96
ORD-2024-00630,2024-02-21,2024-02-22,Same Day,C-018,NC,South,P-013,8,179,0.05,1360.4,600.4
ORD-2024-00631,2024-05-06,2024-05-08,Second Class,C-020,MO,North,P-015,11,289,0.1,2861.1,1046.1
ORD-2024-00632,2024-07-24,2024-07-31,Same Day,C-036,PA,East,P-008,2,89.99,0.05,170.98,94.98
ORD-2025-00633,2025-08-11,2025-08-14,Second Class,C-002,CA,West,P-007,4,119,0.15,404.6,148.6
ORD-2025-00634,2025-02-22,2025-02-27,Standard Class,C-028,WI,North,P-001,2,1299,0.1,2338.2,818.2
ORD-2024-00635,2024-10-26,2024-10-29,Same Day,C-036,PA,East,P-018,12,8.99,0.1,97.09,53.89
ORD-2025-00636,2025-05-13,2025-05-19,First Class,C-032,AB,North,P-020,11,34.99,0,384.89,230.89
ORD-2025-00637,2025-09-30,2025-10-02,Same Day,C-006,WA,West,P-013,12,179,0.1,1933.2,793.2
ORD-2025-00638,2025-08-12,2025-08-13,Same Day,C-025,TN,South,P-006,2,49.99,0,99.98,57.98
ORD-2025-00639,2025-05-26,2025-05-30,Second Class,C-019,NV,West,P-006,9,49.99,0.15,382.42,193.42
ORD-2024-00640,2024-12-16,2024-12-23,First Class,C-012,FL,South,P-014,1,59,0.05,56.05,28.05
ORD-2025-00641,2025-02-28,2025-03-05,First Class,C-034,CA,West,P-004,12,499,0,5988,2268
ORD-2024-00642,2024-07-17,2024-07-23,First Class,C-022,UT,West,P-010,5,429,0.05,2037.75,837.75
ORD-2024-00643,2024-07-08,2024-07-12,Same Day,C-006,WA,West,P-005,2,329,0.2,526.4,136.4
ORD-2024-00644,2024-12-30,2024-12-31,Second Class,C-033,TX,South,P-004,9,499,0.2,3592.8,802.8
ORD-2024-00645,2024-11-22,2024-11-29,Second Class,C-022,UT,West,P-004,11,499,0,5489,2079
ORD-2024-00646,2024-09-13,2024-09-20,Second Class,C-013,ON,North,P-016,6,6.99,0.05,39.84,20.64
ORD-2024-00647,2024-01-10,2024-01-16,Second Class,C-022,UT,West,P-018,12,8.99,0.2,86.3,43.1
ORD-2024-00648,2024-04-04,2024-04-10,First Class,C-035,MO,North,P-013,3,179,0.05,510.15,225.15
ORD-2025-00649,2025-03-07,2025-03-12,Second Class,C-038,LA,South,P-001,11,1299,0.05,13574.55,5214.55
ORD-2025-00650,2025-04-15,2025-04-20,Second Class,C-039,OK,Central,P-006,1,49.99,0.1,44.99,23.99
ORD-2025-00651,2025-06-14,2025-06-16,Standard Class,C-013,ON,North,P-012,11,249,0.1,2465.1,925.1
ORD-2024-00652,2024-08-04,2024-08-09,Second Class,C-012,FL,South,P-018,1,8.99,0,8.99,5.39
ORD-2024-00653,2024-06-23,2024-06-26,Same Day,C-024,NC,South,P-002,4,999,0.1,3596.4,1156.4
ORD-2024-00654,2024-09-02,2024-09-04,Second Class,C-024,NC,South,P-006,12,49.99,0.1,539.89,287.89
ORD-2024-00655,2024-08-04,2024-08-11,Standard Class,C-019,NV,West,P-008,1,89.99,0,89.99,51.99
ORD-2024-00656,2024-12-29,2024-12-31,Same Day,C-011,TX,South,P-015,12,289,0.05,3294.6,1314.6
ORD-2025-00657,2025-04-19,2025-04-26,Standard Class,C-033,TX,South,P-012,2,249,0,498,218
ORD-2025-00658,2025-10-06,2025-10-10,Second Class,C-015,OR,West,P-011,11,559,0.05,5841.55,2211.55
ORD-2024-00659,2024-05-12,2024-05-14,Standard Class,C-034,CA,West,P-007,10,119,0,1190,550
ORD-2025-00660,2025-04-28,2025-05-04,Second Class,C-021,FL,South,P-002,5,999,0.1,4495.5,1445.5
ORD-2024-00661,2024-02-15,2024-02-18,Second Class,C-040,KY,South,P-006,11,49.99,0,549.89,318.89
ORD-2024-00662,2024-10-21,2024-10-25,First Class,C-038,LA,South,P-017,8,12.49,0.05,94.92,54.12
ORD-2024-00663,2024-07-09,2024-07-15,First Class,C-014,CA,West,P-011,10,559,0.15,4751.5,1451.5
ORD-2024-00664,2024-09-12,2024-09-17,Second Class,C-037,OH,North,P-014,5,59,0.1,265.5,125.5
ORD-2025-00665,2025-10-03,2025-10-06,Same Day,C-007,GA,South,P-014,4,59,0.2,188.8,76.8
ORD-2025-00666,2025-04-19,2025-04-26,Same Day,C-033,TX,South,P-020,11,34.99,0.15,327.16,173.16
ORD-2024-00667,2024-05-19,2024-05-21,Same Day,C-022,UT,West,P-004,1,499,0,499,189
ORD-2025-00668,2025-05-10,2025-05-16,Same Day,C-013,ON,North,P-005,11,329,0.15,3076.15,931.15
ORD-2024-00669,2024-10-19,2024-10-20,Standard Class,C-011,TX,South,P-008,11,89.99,0.05,940.4,522.4
ORD-2024-00670,2024-04-24,2024-04-28,First Class,C-024,NC,South,P-002,3,999,0.2,2397.6,567.6
ORD-2024-00671,2024-10-31,2024-11-04,Standard Class,C-038,LA,South,P-002,11,999,0.15,9340.65,2630.65
ORD-2025-00672,2025-11-11,2025-11-14,First Class,C-004,TX,South,P-020,7,34.99,0,244.93,146.93
ORD-2024-00673,2024-05-09,2024-05-12,Same Day,C-037,OH,North,P-001,12,1299,0.1,14029.2,4909.2
ORD-2024-00674,2024-03-23,2024-03-29,First Class,C-028,WI,North,P-007,2,119,0,238,110
ORD-2025-00675,2025-11-18,2025-11-23,Standard Class,C-011,TX,South,P-008,9,89.99,0,809.91,467.91
ORD-2024-00676,2024-12-17,2024-12-22,First Class,C-005,AZ,West,P-010,11,429,0.15,4011.15,1371.15
ORD-2025-00677,2025-09-01,2025-09-02,First Class,C-011,TX,South,P-004,9,499,0.1,4041.9,1251.9
ORD-2024-00678,2024-12-07,2024-12-12,Same Day,C-024,NC,South,P-020,2,34.99,0.1,62.98,34.98
ORD-2025-00679,2025-07-11,2025-07-12,Same Day,C-004,TX,South,P-019,11,68,0,748,374
ORD-2024-00680,2024-08-21,2024-08-26,Second Class,C-033,TX,South,P-017,8,12.49,0.05,94.92,54.12
ORD-2024-00681,2024-10-11,2024-10-14,Second Class,C-012,FL,South,P-013,3,179,0.1,483.3,198.3
ORD-2025-00682,2025-06-30,2025-07-07,First Class,C-018,NC,South,P-010,11,429,0,4719,2079
ORD-2025-00683,2025-09-23,2025-09-30,Standard Class,C-029,TX,South,P-006,12,49.99,0,599.88,347.88
ORD-2025-00684,2025-07-21,2025-07-24,Same Day,C-012,FL,South,P-004,12,499,0.05,5688.6,1968.6
ORD-2024-00685,2024-04-02,2024-04-03,Second Class,C-031,BC,North,P-007,2,119,0.05,226.1,98.1
ORD-2024-00686,2024-04-29,2024-05-01,Standard Class,C-016,OH,North,P-011,4,559,0.2,1788.8,468.8
ORD-2025-00687,2025-02-17,2025-02-22,Standard Class,C-023,FL,South,P-004,9,499,0.1,4041.9,1251.9
ORD-2024-00688,2024-06-21,2024-06-26,Same Day,C-031,BC,North,P-002,2,999,0.1,1798.2,578.2
ORD-2024-00689,2024-06-09,2024-06-16,First Class,C-003,IL,North,P-008,4,89.99,0.1,323.96,171.96
ORD-2024-00690,2024-09-13,2024-09-15,Same Day,C-021,FL,South,P-007,7,119,0.15,708.05,260.05
ORD-2025-00691,2025-09-07,2025-09-11,Same Day,C-028,WI,North,P-003,3,849,0.1,2292.3,672.3
ORD-2025-00692,2025-04-17,2025-04-19,Standard Class,C-039,OK,Central,P-015,4,289,0.15,982.6,322.6
ORD-2025-00693,2025-08-17,2025-08-21,Second Class,C-032,AB,North,P-019,1,68,0.2,54.4,20.4
ORD-2024-00694,2024-10-18,2024-10-20,Second Class,C-010,CO,West,P-020,4,34.99,0.05,132.96,76.96
ORD-2024-00695,2024-09-19,2024-09-24,Same Day,C-014,CA,West,P-008,9,89.99,0.2,647.93,305.93
ORD-2024-00696,2024-12-18,2024-12-22,First Class,C-024,NC,South,P-013,8,179,0.15,1217.2,457.2
ORD-2024-00697,2024-03-13,2024-03-17,First Class,C-034,CA,West,P-015,11,289,0.05,3020.05,1205.05
ORD-2024-00698,2024-06-28,2024-07-01,Standard Class,C-035,MO,North,P-010,4,429,0.1,1544.4,584.4
ORD-2024-00699,2024-02-23,2024-02-25,Standard Class,C-024,NC,South,P-017,10,12.49,0,124.9,73.9
ORD-2024-00700,2024-10-09,2024-10-16,First Class,C-031,BC,North,P-008,9,89.99,0,809.91,467.91
ORD-2024-00701,2024-12-05,2024-12-11,Same Day,C-001,NY,East,P-019,4,68,0,272,136
ORD-2024-00702,2024-10-23,2024-10-29,Same Day,C-009,MA,East,P-001,5,1299,0.05,6170.25,2370.25
ORD-2024-00703,2024-01-03,2024-01-09,First Class,C-032,AB,North,P-016,5,6.99,0,34.95,18.95
ORD-2024-00704,2024-02-29,2024-03-02,Same Day,C-022,UT,West,P-016,5,6.99,0.05,33.2,17.2
ORD-2024-00705,2024-06-08,2024-06-14,Second Class,C-036,PA,East,P-008,11,89.99,0,989.89,571.89
ORD-2024-00706,2024-08-26,2024-08-27,Same Day,C-006,WA,West,P-005,4,329,0.1,1184.4,404.4
ORD-2025-00707,2025-04-12,2025-04-15,Same Day,C-019,NV,West,P-019,9,68,0,612,306
ORD-2024-00708,2024-11-26,2024-11-28,Same Day,C-024,NC,South,P-017,8,12.49,0.2,79.94,39.14
ORD-2024-00709,2024-04-25,2024-04-27,Second Class,C-030,MD,East,P-016,6,6.99,0.1,37.75,18.55
ORD-2024-00710,2024-02-05,2024-02-11,Same Day,C-027,OH,North,P-019,10,68,0,680,340
ORD-2025-00711,2025-01-16,2025-01-22,Same Day,C-022,UT,West,P-015,3,289,0,867,372
ORD-2024-00712,2024-02-21,2024-02-23,Standard Class,C-015,OR,West,P-005,12,329,0.2,3158.4,818.4
ORD-2025-00713,2025-10-28,2025-11-02,First Class,C-023,FL,South,P-015,9,289,0.1,2340.9,855.9
ORD-2025-00714,2025-05-29,2025-05-31,Second Class,C-005,AZ,West,P-011,11,559,0.05,5841.55,2211.55
ORD-2024-00715,2024-06-15,2024-06-17,Second Class,C-011,TX,South,P-015,7,289,0,2023,868
ORD-2024-00716,2024-01-28,2024-02-03,First Class,C-038,LA,South,P-014,2,59,0,118,62
ORD-2024-00717,2024-05-15,2024-05-22,Standard Class,C-005,AZ,West,P-018,10,8.99,0.15,76.42,40.42
ORD-2024-00718,2024-12-27,2025-01-01,First Class,C-014,CA,West,P-017,10,12.49,0.05,118.66,67.66
ORD-2025-00719,2025-07-09,2025-07-14,Same Day,C-001,NY,East,P-005,9,329,0.1,2664.9,909.9
ORD-2025-00720,2025-02-22,2025-03-01,First Class,C-006,WA,West,P-001,4,1299,0.05,4936.2,1896.2
ORD-2024-00721,2024-06-14,2024-06-17,Second Class,C-029,TX,South,P-010,9,429,0.1,3474.9,1314.9
ORD-2024-00722,2024-05-10,2024-05-14,Same Day,C-032,AB,North,P-009,2,199,0.1,358.2,166.2
ORD-2025-00723,2025-07-15,2025-07-19,First Class,C-013,ON,North,P-009,2,199,0.1,358.2,166.2
ORD-2024-00724,2024-01-15,2024-01-21,First Class,C-016,OH,North,P-017,10,12.49,0,124.9,73.9
ORD-2024-00725,2024-02-06,2024-02-10,Standard Class,C-009,MA,East,P-009,10,199,0,1990,1030
ORD-2024-00726,2024-03-07,2024-03-14,First Class,C-015,OR,West,P-012,3,249,0.1,672.3,252.3
ORD-2024-00727,2024-07-26,2024-07-27,Same Day,C-009,MA,East,P-003,6,849,0.1,4584.6,1344.6
ORD-2024-00728,2024-09-25,2024-10-02,First Class,C-007,GA,South,P-010,5,429,0,2145,945
ORD-2024-00729,2024-03-14,2024-03-16,Standard Class,C-036,PA,East,P-020,1,34.99,0.2,27.99,13.99
ORD-2024-00730,2024-01-17,2024-01-18,Standard Class,C-013,ON,North,P-013,10,179,0,1790,840
ORD-2025-00731,2025-11-07,2025-11-14,Second Class,C-029,TX,South,P-013,4,179,0,716,336
ORD-2024-00732,2024-06-16,2024-06-17,First Class,C-006,WA,West,P-008,2,89.99,0,179.98,103.98
ORD-2024-00733,2024-10-17,2024-10-24,Standard Class,C-037,OH,North,P-006,9,49.99,0.05,427.41,238.41
ORD-2024-00734,2024-01-18,2024-01-22,Second Class,C-037,OH,North,P-019,12,68,0.05,775.2,367.2
ORD-2025-00735,2025-06-24,2025-06-30,First Class,C-031,BC,North,P-017,6,12.49,0.1,67.45,36.85
ORD-2024-00736,2024-05-17,2024-05-20,First Class,C-001,NY,East,P-006,5,49.99,0,249.95,144.95
ORD-2025-00737,2025-07-24,2025-07-27,First Class,C-030,MD,East,P-006,7,49.99,0,349.93,202.93
ORD-2025-00738,2025-12-07,2025-12-12,Standard Class,C-023,FL,South,P-013,7,179,0.1,1127.7,462.7
ORD-2024-00739,2024-08-05,2024-08-11,Standard Class,C-027,OH,North,P-007,10,119,0.05,1130.5,490.5
ORD-2025-00740,2025-09-11,2025-09-15,Standard Class,C-038,LA,South,P-018,3,8.99,0.05,25.62,14.82
ORD-2025-00741,2025-06-23,2025-06-24,Second Class,C-004,TX,South,P-011,4,559,0.05,2124.2,804.2
ORD-2024-00742,2024-11-08,2024-11-15,Same Day,C-006,WA,West,P-007,1,119,0.1,107.1,43.1
ORD-2025-00743,2025-12-15,2025-12-16,Same Day,C-035,MO,North,P-009,5,199,0.15,845.75,365.75
ORD-2025-00744,2025-12-25,2025-12-27,First Class,C-037,OH,North,P-004,11,499,0,5489,2079
ORD-2025-00745,2025-03-05,2025-03-06,Standard Class,C-034,CA,West,P-004,12,499,0.2,4790.4,1070.4
ORD-2024-00746,2024-11-29,2024-12-01,Standard Class,C-007,GA,South,P-004,1,499,0,499,189
ORD-2025-00747,2025-08-16,2025-08-23,First Class,C-001,NY,East,P-005,8,329,0,2632,1072
ORD-2025-00748,2025-02-04,2025-02-07,Same Day,C-035,MO,North,P-002,5,999,0.15,4245.75,1195.75
ORD-2025-00749,2025-10-22,2025-10-27,Same Day,C-001,NY,East,P-019,4,68,0.05,258.4,122.4
ORD-2025-00750,2025-09-23,2025-09-28,Standard Class,C-028,WI,North,P-014,4,59,0,236,124
ORD-2025-00751,2025-01-18,2025-01-19,Same Day,C-025,TN,South,P-011,6,559,0.15,2850.9,870.9
ORD-2025-00752,2025-10-04,2025-10-05,Standard Class,C-033,TX,South,P-007,8,119,0,952,440
ORD-2025-00753,2025-04-22,2025-04-26,Same Day,C-014,CA,West,P-011,4,559,0.2,1788.8,468.8
ORD-2025-00754,2025-02-02,2025-02-06,First Class,C-022,UT,West,P-013,6,179,0.05,1020.3,450.3
ORD-2024-00755,2024-06-29,2024-06-30,Standard Class,C-021,FL,South,P-004,1,499,0.05,474.05,164.05
ORD-2024-00756,2024-11-18,2024-11-25,Second Class,C-019,NV,West,P-010,1,429,0.2,343.2,103.2
ORD-2025-00757,2025-02-02,2025-02-04,First Class,C-023,FL,South,P-015,12,289,0,3468,1488
ORD-2025-00758,2025-05-04,2025-05-09,Second Class,C-027,OH,North,P-010,1,429,0,429,189
ORD-2024-00759,2024-07-07,2024-07-09,Second Class,C-037,OH,North,P-017,2,12.49,0.05,23.73,13.53
ORD-2024-00760,2024-08-25,2024-08-29,Same Day,C-024,NC,South,P-012,2,249,0.05,473.1,193.1
ORD-2024-00761,2024-01-27,2024-01-30,Second Class,C-005,AZ,West,P-004,5,499,0.1,2245.5,695.5
ORD-2024-00762,2024-10-14,2024-10-21,Second Class,C-011,TX,South,P-007,3,119,0.1,321.3,129.3
ORD-2025-00763,2025-05-24,2025-05-25,Second Class,C-020,MO,North,P-003,5,849,0.05,4032.75,1332.75
ORD-2025-00764,2025-03-13,2025-03-17,Same Day,C-012,FL,South,P-007,2,119,0,238,110
ORD-2024-00765,2024-11-05,2024-11-06,Same Day,C-040,KY,South,P-005,5,329,0,1645,670
ORD-2025-00766,2025-05-05,2025-05-09,Standard Class,C-033,TX,South,P-001,11,1299,0.15,12145.65,3785.65
ORD-2025-00767,2025-03-18,2025-03-21,Standard Class,C-039,OK,Central,P-016,8,6.99,0,55.92,30.32
ORD-2024-00768,2024-11-25,2024-11-27,First Class,C-013,ON,North,P-005,1,329,0,329,134
ORD-2024-00769,2024-08-11,2024-08-17,Same Day,C-003,IL,North,P-004,2,499,0.2,798.4,178.4
ORD-2024-00770,2024-01-01,2024-01-06,Second Class,C-007,GA,South,P-010,9,429,0.2,3088.8,928.8
ORD-2024-00771,2024-12-21,2024-12-23,Second Class,C-014,CA,West,P-018,12,8.99,0.05,102.49,59.29
ORD-2024-00772,2024-10-26,2024-11-01,Second Class,C-008,MI,North,P-011,8,559,0,4472,1832
ORD-2024-00773,2024-10-09,2024-10-13,Standard Class,C-003,IL,North,P-020,7,34.99,0.1,220.44,122.44
ORD-2024-00774,2024-08-13,2024-08-18,First Class,C-036,PA,East,P-007,10,119,0,1190,550
ORD-2025-00775,2025-03-09,2025-03-16,Same Day,C-037,OH,North,P-013,9,179,0.05,1530.45,675.45
ORD-2024-00776,2024-05-25,2024-05-31,Standard Class,C-037,OH,North,P-019,1,68,0.2,54.4,20.4
ORD-2025-00777,2025-12-23,2025-12-28,Standard Class,C-033,TX,South,P-015,10,289,0,2890,1240
ORD-2024-00778,2024-10-05,2024-10-12,Second Class,C-019,NV,West,P-002,12,999,0.05,11388.6,4068.6
ORD-2025-00779,2025-06-28,2025-07-01,Same Day,C-021,FL,South,P-015,11,289,0,3179,1364
ORD-2025-00780,2025-03-18,2025-03-22,First Class,C-026,IN,North,P-019,8,68,0.15,462.4,190.4
ORD-2024-00781,2024-12-02,2024-12-06,Second Class,C-004,TX,South,P-013,7,179,0.15,1065.05,400.05
ORD-2024-00782,2024-03-29,2024-04-01,Same Day,C-006,WA,West,P-011,12,559,0.1,6037.2,2077.2
ORD-2024-00783,2024-05-02,2024-05-04,Same Day,C-015,OR,West,P-014,12,59,0.1,637.2,301.2
ORD-2025-00784,2025-07-03,2025-07-07,Same Day,C-035,MO,North,P-013,8,179,0.2,1145.6,385.6
ORD-2024-00785,2024-07-06,2024-07-12,First Class,C-014,CA,West,P-014,6,59,0.1,318.6,150.6
ORD-2024-00786,2024-07-14,2024-07-18,Same Day,C-032,AB,North,P-002,12,999,0,11988,4668
ORD-2025-00787,2025-03-04,2025-03-09,First Class,C-014,CA,West,P-010,11,429,0,4719,2079
ORD-2025-00788,2025-09-08,2025-09-09,First Class,C-006,WA,West,P-005,3,329,0.05,937.65,352.65
ORD-2024-00789,2024-03-20,2024-03-25,First Class,C-016,OH,North,P-016,6,6.99,0.05,39.84,20.64
ORD-2024-00790,2024-04-18,2024-04-21,Second Class,C-003,IL,North,P-013,10,179,0.05,1700.5,750.5
ORD-2025-00791,2025-08-25,2025-08-31,Second Class,C-035,MO,North,P-007,12,119,0.1,1285.2,517.2
