OrderID,OrderDate,CoffeeName,Quantity,UnitPrice,TotalAmount,PaymentMethod
COF-00464,2024-03-23,"Latte",4,5.5,22,Card
COF-00465,2024-03-11,"Latte",6,5.5,33,Card
COF-00466,2024-07-18,"Latte",10,5.5,55,Card
COF-00467,2024-08-30,"Latte",3,5.5,16.5,Card
COF-00468,2024-07-24,"Latte",7,5.5,38.5,Card
COF-00469,2025-02-28,"Latte",10,5.5,55,Card
COF-00470,2025-02-22,"Latte",3,5.5,16.5,Card
COF-00471,2025-03-02,"Latte",4,5.5,22,Card
COF-00472,2024-08-19,"Latte",8,5.5,44,Card
COF-00473,2025-03-24,"Latte",6,5.5,33,Card
COF-00474,2024-09-06,"Latte",7,5.5,38.5,Card
COF-00475,2024-04-05,"Latte",10,5.5,55,Card
COF-00476,2024-12-14,"Latte",8,5.5,44,Card
COF-00477,2024-07-11,"Latte",5,5.5,27.5,Card
COF-00478,2024-12-02,"Latte",5,5.5,27.5,Card
COF-00479,2024-06-10,"Latte",3,5.5,16.5,Card
COF-00480,2024-04-25,"Latte",9,5.5,49.5,Card
COF-00481,2024-03-27,"Latte",7,5.5,38.5,Card
COF-00482,2024-03-27,"Latte",4,5.5,22,Card
COF-00483,2024-12-18,"Latte",7,5.5,38.5,Card
COF-00484,2024-11-29,"Latte",5,5.5,27.5,Card
COF-00485,2024-06-15,"Latte",10,5.5,55,Card
COF-00486,2024-03-11,"Latte",5,5.5,27.5,Card
COF-00487,2024-04-30,"Latte",4,5.5,22,Card
COF-00488,2024-10-05,"Latte",7,5.5,38.5,Card
COF-00489,2024-04-26,"Latte",4,5.5,22,Card
COF-00490,2024-10-27,"Latte",4,5.5,22,Card
COF-00491,2024-08-08,"Latte",9,5.5,49.5,Card
COF-00492,2025-03-05,"Latte",6,5.5,33,Card
COF-00493,2024-07-11,"Latte",3,5.5,16.5,Card
COF-00494,2025-03-15,"Latte",10,5.5,55,Card
COF-00495,2024-11-22,"Latte",8,5.5,44,Card
COF-00496,2024-10-23,"Latte",6,5.5,33,Card
COF-00497,2024-11-10,"Latte",4,5.5,22,Card
COF-00498,2024-08-26,"Latte",10,5.5,55,Card
COF-00499,2025-02-09,"Latte",7,5.5,38.5,Card
COF-00500,2024-06-11,"Latte",10,5.5,55,Card
COF-00501,2024-04-03,"Latte",4,5.5,22,Card
COF-00502,2024-05-12,"Latte",5,5.5,27.5,Card
COF-00503,2025-02-03,"Latte",5,5.5,27.5,Card
COF-00504,2024-09-22,"Latte",8,5.5,44,Card
COF-00505,2024-11-27,"Latte",4,5.5,22,Card
COF-00506,2024-03-30,"Latte",10,5.5,55,Card
COF-00507,2025-01-02,"Latte",7,5.5,38.5,Card
COF-00508,2024-10-16,"Latte",10,5.5,55,Card
COF-00509,2024-12-28,"Latte",10,5.5,55,Card
COF-00510,2025-03-05,"Latte",3,5.5,16.5,Card
COF-00511,2025-02-20,"Latte",3,5.5,16.5,Card
COF-00512,2025-03-11,"Latte",9,5.5,49.5,Card
COF-00513,2024-12-03,"Latte",6,5.5,33,Card
COF-00514,2024-08-17,"Latte",8,5.5,44,Card
COF-00515,2024-12-15,"Latte",3,5.5,16.5,Card
COF-00516,2024-10-08,"Latte",9,5.5,49.5,Card
COF-00517,2024-09-06,"Latte",9,5.5,49.5,Card
COF-00518,2024-04-13,"Latte",6,5.5,33,Card
COF-00519,2024-04-12,"Latte",7,5.5,38.5,Card
COF-00520,2024-09-02,"Latte",6,5.5,33,Card
COF-00521,2024-11-24,"Latte",10,5.5,55,Card
COF-00522,2024-11-24,"Latte",7,5.5,38.5,Card
COF-00523,2024-05-01,"Latte",8,5.5,44,Card
COF-00524,2024-07-16,"Latte",6,5.5,33,Card
COF-00525,2024-10-13,"Latte",5,5.5,27.5,Card
COF-00526,2024-12-04,"Latte",9,5.5,49.5,Card
COF-00527,2024-08-10,"Latte",4,5.5,22,Card
COF-00528,2024-03-23,"Latte",6,5.5,33,Card
COF-00529,2024-06-12,"Latte",9,5.5,49.5,Card
COF-00530,2024-12-12,"Latte",9,5.5,49.5,Card
COF-00531,2024-11-29,"Latte",4,5.5,22,Card
COF-00532,2024-03-11,"Latte",9,5.5,49.5,Card
COF-00533,2025-01-19,"Latte",3,5.5,16.5,Card
COF-00534,2025-03-01,"Latte",6,5.5,33,Card
COF-00535,2024-09-05,"Latte",4,5.5,22,Card
COF-00536,2024-06-06,"Latte",7,5.5,38.5,Card
COF-00537,2024-10-12,"Latte",6,5.5,33,Card
COF-00538,2024-07-07,"Latte",3,5.5,16.5,Card
COF-00539,2024-04-24,"Latte",7,5.5,38.5,Card
COF-00540,2024-03-06,"Latte",6,5.5,33,Card
COF-00541,2024-03-10,"Latte",6,5.5,33,Card
COF-00542,2025-03-12,"Latte",8,5.5,44,Card
COF-00543,2024-07-04,"Latte",7,5.5,38.5,Card
COF-00544,2025-03-28,"Latte",10,5.5,55,Card
COF-00545,2024-07-12,"Latte",6,5.5,33,Card
COF-00546,2024-05-05,"Latte",7,5.5,38.5,Card
COF-00547,2025-01-27,"Latte",3,5.5,16.5,Card
COF-00548,2024-08-28,"Latte",4,5.5,22,Card
COF-00549,2024-12-06,"Latte",5,5.5,27.5,Card
COF-00550,2025-02-04,"Latte",10,5.5,55,Card
COF-00551,2024-07-16,"Latte",9,5.5,49.5,Card
COF-00552,2024-11-23,"Latte",10,5.5,55,Card
COF-00553,2024-04-21,"Latte",7,5.5,38.5,Card
COF-00554,2024-06-19,"Latte",10,5.5,55,Card
COF-00555,2024-10-01,"Latte",7,5.5,38.5,Card
COF-00556,2025-02-06,"Latte",10,5.5,55,Card
COF-00557,2024-08-10,"Latte",10,5.5,55,Card
COF-00558,2024-04-27,"Latte",4,5.5,22,Card
COF-00559,2024-10-15,"Latte",7,5.5,38.5,Card
COF-00560,2024-08-29,"Latte",4,5.5,22,Card
COF-00561,2025-03-19,"Latte",6,5.5,33,Card
COF-00562,2024-08-31,"Latte",8,5.5,44,Card
COF-00563,2024-05-02,"Latte",8,5.5,44,Card
COF-00564,2025-01-24,"Latte",3,5.5,16.5,Card
COF-00565,2025-01-30,"Latte",7,5.5,38.5,Card
COF-00566,2024-06-12,"Latte",10,5.5,55,Card
COF-00567,2025-02-28,"Latte",9,5.5,49.5,Card
COF-00568,2024-10-26,"Latte",6,5.5,33,Card
COF-00569,2024-04-06,"Latte",4,5.5,22,Card
COF-00570,2024-06-01,"Latte",3,5.5,16.5,Card
COF-00571,2024-11-29,"Latte",8,5.5,44,Card
COF-00572,2024-05-12,"Latte",5,5.5,27.5,Card
COF-00573,2024-07-11,"Latte",3,5.5,16.5,Card
COF-00574,2024-08-21,"Latte",8,5.5,44,Card
COF-00575,2025-03-25,"Latte",7,5.5,38.5,Card
COF-00576,2025-03-25,"Latte",5,5.5,27.5,Card
COF-00577,2024-07-03,"Latte",5,5.5,27.5,Card
COF-00578,2024-12-05,"Latte",7,5.5,38.5,Card
COF-00579,2025-02-24,"Latte",5,5.5,27.5,Cash
COF-00580,2024-12-19,"Latte",5,5.5,27.5,Card
COF-00581,2024-08-26,"Latte",10,5.5,55,Card
COF-00582,2024-06-10,"Latte",4,5.5,22,Card
COF-00583,2025-01-01,"Latte",8,5.5,44,Card
COF-00584,2024-10-31,"Latte",10,5.5,55,Card
COF-00585,2024-11-09,"Latte",6,5.5,33,Card
COF-00586,2024-03-23,"Latte",7,5.5,38.5,Card
COF-00587,2025-03-22,"Latte",3,5.5,16.5,Card
COF-00588,2024-03-07,"Latte",10,5.5,55,Card
COF-00589,2024-11-23,"Latte",10,5.5,55,Card
COF-00590,2025-02-12,"Latte",5,5.5,27.5,Card
COF-00591,2024-08-31,"Latte",7,5.5,38.5,Card
COF-00592,2024-09-09,"Latte",10,5.5,55,Card
COF-00593,2024-12-27,"Latte",8,5.5,44,Card
COF-00594,2024-10-14,"Latte",4,5.5,22,Card
COF-00595,2024-07-23,"Latte",8,5.5,44,Card
COF-00596,2025-01-19,"Latte",3,5.5,16.5,Card
COF-00597,2024-06-14,"Latte",9,5.5,49.5,Card
COF-00598,2024-04-22,"Latte",9,5.5,49.5,Card
COF-00599,2024-10-02,"Latte",6,5.5,33,Cash
COF-00600,2025-01-03,"Latte",7,5.5,38.5,Card
COF-00601,2024-06-01,"Latte",10,5.5,55,Card
COF-00602,2024-06-27,"Latte",4,5.5,22,Card
COF-00603,2024-04-21,"Latte",4,5.5,22,Card
COF-00604,2024-07-18,"Latte",5,5.5,27.5,Card
COF-00605,2024-08-21,"Latte",6,5.5,33,Card
COF-00606,2024-06-14,"Latte",8,5.5,44,Card
COF-00607,2024-08-03,"Latte",9,5.5,49.5,Card
COF-00608,2024-03-30,"Latte",7,5.5,38.5,Card
COF-00609,2024-05-23,"Latte",5,5.5,27.5,Card
COF-00610,2024-08-22,"Latte",10,5.5,55,Card
COF-00611,2025-01-02,"Latte",10,5.5,55,Card
COF-00612,2024-06-19,"Latte",5,5.5,27.5,Card
COF-00613,2024-06-05,"Latte",3,5.5,16.5,Card
COF-00614,2024-03-24,"Latte",8,5.5,44,Card
COF-00615,2024-10-09,"Latte",10,5.5,55,Card
COF-00616,2025-01-28,"Latte",8,5.5,44,Card
COF-00617,2024-07-24,"Latte",5,5.5,27.5,Card
COF-00618,2025-01-05,"Latte",6,5.5,33,Card
COF-00619,2024-06-02,"Latte",4,5.5,22,Card
COF-00620,2025-03-20,"Latte",3,5.5,16.5,Card
COF-00621,2024-09-16,"Latte",8,5.5,44,Card
COF-00622,2025-03-08,"Latte",7,5.5,38.5,Card
COF-00623,2024-12-21,"Latte",4,5.5,22,Card
COF-00624,2024-10-17,"Latte",3,5.5,16.5,Card
COF-00625,2024-11-25,"Latte",5,5.5,27.5,Card
COF-00626,2024-03-04,"Latte",7,5.5,38.5,Card
COF-00627,2025-02-06,"Latte",5,5.5,27.5,Card
COF-00628,2024-08-30,"Latte",3,5.5,16.5,Card
COF-00629,2025-01-01,"Latte",10,5.5,55,Card
COF-00630,2024-08-16,"Latte",3,5.5,16.5,Card
COF-00631,2024-03-16,"Latte",5,5.5,27.5,Card
COF-00632,2024-12-10,"Latte",7,5.5,38.5,Cash
COF-00633,2024-12-01,"Latte",7,5.5,38.5,Card
COF-00634,2024-06-03,"Latte",3,5.5,16.5,Card
COF-00635,2024-07-01,"Latte",9,5.5,49.5,Card
COF-00636,2024-05-17,"Latte",3,5.5,16.5,Card
COF-00637,2024-10-07,"Latte",4,5.5,22,Card
COF-00638,2024-10-14,"Latte",3,5.5,16.5,Card
COF-00639,2024-05-15,"Latte",3,5.5,16.5,Card
COF-00640,2024-10-04,"Latte",4,5.5,22,Card
COF-00641,2024-12-11,"Latte",5,5.5,27.5,Card
COF-00642,2025-02-09,"Latte",7,5.5,38.5,Card
COF-00643,2024-10-27,"Latte",10,5.5,55,Card
COF-00644,2024-05-05,"Latte",5,5.5,27.5,Card
COF-00645,2024-07-23,"Latte",8,5.5,44,Card
COF-00646,2024-04-07,"Latte",4,5.5,22,Card
COF-00647,2024-08-10,"Latte",7,5.5,38.5,Card
COF-00648,2024-10-01,"Latte",9,5.5,49.5,Card
COF-00649,2024-10-01,"Latte",6,5.5,33,Card
COF-00650,2024-06-09,"Latte",7,5.5,38.5,Card
COF-00651,2024-07-31,"Latte",4,5.5,22,Card
COF-00652,2024-12-25,"Latte",7,5.5,38.5,Card
COF-00653,2024-08-16,"Latte",6,5.5,33,Card
COF-00654,2024-09-15,"Latte",7,5.5,38.5,Card
COF-00655,2024-06-18,"Latte",6,5.5,33,Card
COF-00656,2024-12-23,"Latte",4,5.5,22,Card
COF-00657,2024-08-26,"Latte",3,5.5,16.5,Card
COF-00658,2024-07-09,"Latte",4,5.5,22,Card
COF-00659,2024-11-29,"Latte",4,5.5,22,Card
COF-00660,2024-06-26,"Latte",5,5.5,27.5,Card
COF-00661,2024-10-17,"Latte",5,5.5,27.5,Card
COF-00662,2024-06-13,"Latte",9,5.5,49.5,Card
COF-00663,2024-08-22,"Latte",7,5.5,38.5,Card
COF-00664,2024-09-13,"Latte",8,5.5,44,Card
COF-00665,2024-03-17,"Latte",10,5.5,55,Card
COF-00666,2024-12-22,"Latte",5,5.5,27.5,Card
COF-00667,2025-02-21,"Latte",9,5.5,49.5,Card
COF-00668,2024-11-29,"Latte",9,5.5,49.5,Card
COF-00669,2024-11-02,"Latte",3,5.5,16.5,Cash
COF-00670,2025-02-05,"Latte",3,5.5,16.5,Card
COF-00671,2024-07-06,"Latte",4,5.5,22,Card
COF-00672,2024-05-07,"Latte",10,5.5,55,Card
COF-00673,2024-12-05,"Latte",3,5.5,16.5,Card
COF-00674,2024-12-22,"Latte",5,5.5,27.5,Card
COF-00675,2024-07-25,"Latte",10,5.5,55,Card
COF-00676,2024-05-09,"Latte",5,5.5,27.5,Card
COF-00677,2024-10-24,"Latte",10,5.5,55,Card
COF-00678,2025-03-22,"Latte",6,5.5,33,Card
COF-00679,2025-01-19,"Latte",10,5.5,55,Card
COF-00680,2024-03-01,"Latte",8,5.5,44,Card
COF-00681,2024-05-01,"Latte",7,5.5,38.5,Card
COF-00682,2024-12-30,"Latte",4,5.5,22,Card
COF-00683,2024-10-28,"Latte",9,5.5,49.5,Card
COF-00684,2024-12-24,"Latte",3,5.5,16.5,Card
COF-00685,2025-02-06,"Latte",4,5.5,22,Card
COF-00686,2024-11-14,"Latte",5,5.5,27.5,Card
COF-00687,2024-03-05,"Latte",6,5.5,33,Card
COF-00688,2025-01-04,"Latte",5,5.5,27.5,Card
COF-00689,2024-08-17,"Latte",5,5.5,27.5,Card
COF-00690,2024-10-11,"Latte",5,5.5,27.5,Card
COF-00691,2024-11-26,"Latte",8,5.5,44,Card
COF-00692,2025-02-15,"Latte",7,5.5,38.5,Card
COF-00693,2024-03-25,"Latte",7,5.5,38.5,Card
COF-00694,2025-02-12,"Latte",7,5.5,38.5,Card
COF-00695,2024-06-04,"Latte",9,5.5,49.5,Card
COF-00696,2024-11-15,"Latte",3,5.5,16.5,Card
COF-00697,2024-03-24,"Latte",4,5.5,22,Card
COF-00698,2024-12-05,"Latte",10,5.5,55,Card
COF-00699,2025-03-16,"Latte",6,5.5,33,Card
COF-00700,2024-08-13,"Latte",5,5.5,27.5,Card
COF-00701,2025-01-16,"Latte",3,5.5,16.5,Card
COF-00702,2025-03-15,"Latte",3,5.5,16.5,Card
COF-00703,2025-02-15,"Latte",10,5.5,55,Card
COF-00704,2024-12-23,"Latte",7,5.5,38.5,Card
COF-00705,2024-03-26,"Latte",4,5.5,22,Card
COF-00706,2024-07-17,"Latte",7,5.5,38.5,Card
COF-00707,2024-05-29,"Latte",9,5.5,49.5,Card
COF-00708,2024-09-11,"Latte",7,5.5,38.5,Card
COF-00709,2024-08-29,"Latte",10,5.5,55,Card
COF-00710,2024-05-08,"Latte",10,5.5,55,Card
COF-00711,2024-08-11,"Latte",8,5.5,44,Card
COF-00712,2025-03-15,"Latte",3,5.5,16.5,Card
COF-00713,2025-02-18,"Latte",5,5.5,27.5,Card
COF-00714,2024-10-07,"Latte",9,5.5,49.5,Card
COF-00715,2024-11-24,"Latte",5,5.5,27.5,Card
COF-00716,2025-02-01,"Latte",8,5.5,44,Card
COF-00717,2024-07-03,"Latte",7,5.5,38.5,Card
COF-00718,2025-02-20,"Latte",4,5.5,22,Card
COF-00719,2024-10-20,"Latte",5,5.5,27.5,Card
COF-00720,2024-07-12,"Latte",7,5.5,38.5,Card
COF-00721,2024-11-03,"Latte",8,5.5,44,Card
COF-00722,2024-07-15,"Latte",5,5.5,27.5,Card
COF-00723,2024-08-29,"Latte",3,5.5,16.5,Card
COF-00724,2024-07-21,"Latte",6,5.5,33,Card
COF-00725,2024-11-10,"Latte",8,5.5,44,Cash
COF-00726,2024-04-10,"Latte",9,5.5,49.5,Card
COF-00727,2024-10-28,"Latte",7,5.5,38.5,Card
COF-00728,2025-02-03,"Latte",9,5.5,49.5,Card
COF-00729,2024-07-30,"Latte",7,5.5,38.5,Card
COF-00730,2024-11-29,"Latte",5,5.5,27.5,Card
COF-00731,2025-03-26,"Latte",7,5.5,38.5,Card
COF-00732,2024-11-25,"Latte",10,5.5,55,Card
COF-00733,2024-04-02,"Latte",5,5.5,27.5,Card
COF-00734,2024-11-03,"Latte",6,5.5,33,Card
COF-00735,2025-01-09,"Latte",10,5.5,55,Card
COF-00736,2024-10-15,"Latte",5,5.5,27.5,Card
COF-00737,2024-10-11,"Latte",6,5.5,33,Card
COF-00738,2024-07-11,"Latte",8,5.5,44,Card
COF-00739,2024-12-25,"Latte",9,5.5,49.5,Card
COF-00740,2024-12-17,"Latte",10,5.5,55,Card
COF-00741,2024-09-12,"Latte",9,5.5,49.5,Card
COF-00742,2024-07-04,"Latte",5,5.5,27.5,Card
COF-00743,2024-09-06,"Latte",10,5.5,55,Card
COF-00744,2025-03-13,"Latte",3,5.5,16.5,Card
COF-00745,2024-06-01,"Latte",10,5.5,55,Card
COF-00746,2025-01-12,"Latte",3,5.5,16.5,Card
COF-00747,2024-05-02,"Latte",9,5.5,49.5,Card
COF-00748,2025-03-05,"Latte",4,5.5,22,Card
COF-00749,2024-06-03,"Latte",8,5.5,44,Card
COF-00750,2025-02-13,"Latte",10,5.5,55,Card
COF-00751,2024-05-16,"Latte",5,5.5,27.5,Card
COF-00752,2024-04-25,"Latte",4,5.5,22,Card
COF-00753,2025-01-11,"Latte",6,5.5,33,Card
COF-00754,2024-06-13,"Latte",3,5.5,16.5,Card
COF-00755,2025-01-05,"Latte",7,5.5,38.5,Card
COF-00756,2024-03-13,"Latte",3,5.5,16.5,Card
COF-00757,2024-11-28,"Latte",10,5.5,55,Card
COF-00758,2025-03-15,"Latte",7,5.5,38.5,Card
COF-00759,2024-10-14,"Latte",7,5.5,38.5,Card
COF-00760,2025-02-02,"Latte",3,5.5,16.5,Card
COF-00761,2024-03-24,"Latte",7,5.5,38.5,Card
COF-00762,2024-10-13,"Latte",9,5.5,49.5,Card
COF-00763,2024-04-12,"Latte",3,5.5,16.5,Card
COF-00764,2024-10-17,"Latte",3,5.5,16.5,Card
COF-00765,2024-07-05,"Latte",10,5.5,55,Card
COF-00766,2025-03-14,"Latte",4,5.5,22,Card
COF-00767,2024-08-13,"Latte",4,5.5,22,Card
COF-00768,2024-04-06,"Latte",4,5.5,22,Card
COF-00769,2024-08-28,"Latte",4,5.5,22,Card
COF-00770,2024-05-24,"Latte",7,5.5,38.5,Card
COF-00771,2025-03-25,"Latte",10,5.5,55,Card
COF-00772,2025-02-03,"Latte",4,5.5,22,Card
COF-00773,2024-06-11,"Latte",4,5.5,22,Card
COF-00774,2025-01-08,"Latte",10,5.5,55,Cash
COF-00775,2025-02-16,"Latte",3,5.5,16.5,Card
COF-00776,2024-04-18,"Latte",8,5.5,44,Card
COF-00777,2024-08-26,"Latte",7,5.5,38.5,Card
COF-00778,2024-04-21,"Latte",6,5.5,33,Card
COF-00779,2024-05-08,"Latte",10,5.5,55,Card
COF-00780,2024-03-29,"Latte",3,5.5,16.5,Card
COF-00781,2025-02-21,"Latte",10,5.5,55,Card
COF-00782,2024-06-20,"Latte",7,5.5,38.5,Card
COF-00783,2024-05-13,"Latte",6,5.5,33,Card
COF-00784,2024-05-21,"Latte",8,5.5,44,Card
COF-00785,2024-11-16,"Latte",8,5.5,44,Card
COF-00786,2024-10-01,"Latte",4,5.5,22,Card
COF-00787,2024-03-07,"Latte",5,5.5,27.5,Card
COF-00788,2024-04-04,"Latte",9,5.5,49.5,Card
COF-00789,2024-05-02,"Latte",9,5.5,49.5,Card
COF-00790,2024-09-25,"Latte",8,5.5,44,Card
COF-00791,2024-04-09,"Americano with Milk",3,5,15,Card
COF-00792,2024-07-08,"Americano with Milk",9,5,45,Card
COF-00793,2024-09-06,"Americano with Milk",6,5,30,Card
COF-00794,2025-02-17,"Americano with Milk",9,5,45,Card
COF-00795,2025-03-30,"Americano with Milk",3,5,15,Card
COF-00796,2024-09-04,"Americano with Milk",5,5,25,Card
COF-00797,2024-10-20,"Americano with Milk",7,5,35,Card
COF-00798,2024-07-01,"Americano with Milk",2,5,10,Card
COF-00799,2025-03-04,"Americano with Milk",8,5,40,Card
COF-00800,2024-10-18,"Americano with Milk",2,5,10,Card
COF-00801,2024-10-04,"Americano with Milk",7,5,35,Card
COF-00802,2024-08-26,"Americano with Milk",2,5,10,Card
COF-00803,2025-01-29,"Americano with Milk",4,5,20,Card
COF-00804,2024-06-08,"Americano with Milk",2,5,10,Card
COF-00805,2024-10-19,"Americano with Milk",2,5,10,Card
COF-00806,2024-08-13,"Americano with Milk",2,5,10,Card
COF-00807,2024-03-09,"Americano with Milk",7,5,35,Card
COF-00808,2024-12-02,"Americano with Milk",9,5,45,Card
COF-00809,2024-09-05,"Americano with Milk",8,5,40,Card
COF-00810,2024-07-02,"Americano with Milk",5,5,25,Card
COF-00811,2025-02-21,"Americano with Milk",9,5,45,Card
COF-00812,2024-12-26,"Americano with Milk",4,5,20,Card
COF-00813,2024-08-06,"Americano with Milk",6,5,30,Card
COF-00814,2024-08-12,"Americano with Milk",7,5,35,Card
COF-00815,2024-03-31,"Americano with Milk",4,5,20,Card
COF-00816,2024-05-06,"Americano with Milk",7,5,35,Card
COF-00817,2024-07-31,"Americano with Milk",6,5,30,Card
COF-00818,2024-10-27,"Americano with Milk",6,5,30,Card
COF-00819,2024-07-23,"Americano with Milk",8,5,40,Card
COF-00820,2024-12-12,"Americano with Milk",9,5,45,Card
COF-00821,2024-07-28,"Americano with Milk",6,5,30,Card
COF-00822,2024-11-16,"Americano with Milk",4,5,20,Card
COF-00823,2024-04-14,"Americano with Milk",8,5,40,Card
COF-00824,2024-04-16,"Americano with Milk",2,5,10,Card
COF-00825,2024-07-31,"Americano with Milk",6,5,30,Card
COF-00826,2024-06-03,"Americano with Milk",6,5,30,Card
COF-00827,2024-09-09,"Americano with Milk",4,5,20,Card
COF-00828,2024-05-18,"Americano with Milk",9,5,45,Card
COF-00829,2024-07-18,"Americano with Milk",4,5,20,Card
COF-00830,2024-03-19,"Americano with Milk",5,5,25,Card
COF-00831,2024-10-09,"Americano with Milk",7,5,35,Card
COF-00832,2025-01-18,"Americano with Milk",2,5,10,Card
COF-00833,2024-05-22,"Americano with Milk",5,5,25,Card
COF-00834,2024-08-03,"Americano with Milk",2,5,10,Card
COF-00835,2024-05-01,"Americano with Milk",4,5,20,Card
COF-00836,2024-05-10,"Americano with Milk",3,5,15,Card
COF-00837,2024-07-29,"Americano with Milk",3,5,15,Card
COF-00838,2024-04-16,"Americano with Milk",3,5,15,Card
COF-00839,2024-06-08,"Americano with Milk",3,5,15,Card
COF-00840,2024-03-20,"Americano with Milk",4,5,20,Card
COF-00841,2025-01-29,"Americano with Milk",2,5,10,Card
COF-00842,2024-06-23,"Americano with Milk",6,5,30,Card
COF-00843,2025-03-21,"Americano with Milk",6,5,30,Card
COF-00844,2025-03-17,"Americano with Milk",2,5,10,Card
COF-00845,2024-10-30,"Americano with Milk",2,5,10,Card
COF-00846,2024-05-07,"Americano with Milk",2,5,10,Card
COF-00847,2024-08-02,"Americano with Milk",3,5,15,Card
COF-00848,2024-07-25,"Americano with Milk",7,5,35,Card
COF-00849,2024-06-11,"Americano with Milk",5,5,25,Card
COF-00850,2025-02-22,"Americano with Milk",6,5,30,Card
COF-00851,2024-09-10,"Americano with Milk",3,5,15,Card
COF-00852,2025-03-04,"Americano with Milk",6,5,30,Card
COF-00853,2024-08-31,"Americano with Milk",8,5,40,Card
COF-00854,2024-04-30,"Americano with Milk",3,5,15,Card
COF-00855,2024-08-02,"Americano with Milk",5,5,25,Card
COF-00856,2024-03-11,"Americano with Milk",6,5,30,Card
COF-00857,2024-08-10,"Americano with Milk",2,5,10,Card
COF-00858,2025-03-11,"Americano with Milk",7,5,35,Card
COF-00859,2025-03-26,"Americano with Milk",5,5,25,Card
COF-00860,2024-05-04,"Americano with Milk",2,5,10,Card
COF-00861,2025-02-21,"Americano with Milk",2,5,10,Cash
COF-00862,2024-12-07,"Americano with Milk",5,5,25,Card
COF-00863,2024-04-07,"Americano with Milk",7,5,35,Card
COF-00864,2024-06-15,"Americano with Milk",7,5,35,Card
COF-00865,2025-03-10,"Americano with Milk",3,5,15,Card
COF-00866,2024-08-12,"Americano with Milk",9,5,45,Card
COF-00867,2024-05-09,"Americano with Milk",3,5,15,Card
COF-00868,2024-06-26,"Americano with Milk",5,5,25,Card
COF-00869,2024-12-10,"Americano with Milk",6,5,30,Card
COF-00870,2025-03-22,"Americano with Milk",9,5,45,Card
COF-00871,2024-10-19,"Americano with Milk",4,5,20,Card
COF-00872,2024-10-24,"Americano with Milk",3,5,15,Card
COF-00873,2024-11-14,"Americano with Milk",7,5,35,Card
COF-00874,2024-05-27,"Americano with Milk",9,5,45,Card
COF-00875,2024-10-24,"Americano with Milk",3,5,15,Card
COF-00876,2025-03-18,"Americano with Milk",2,5,10,Card
COF-00877,2024-05-04,"Americano with Milk",6,5,30,Card
COF-00878,2024-04-29,"Americano with Milk",9,5,45,Card
COF-00879,2024-05-07,"Americano with Milk",6,5,30,Card
COF-00880,2024-09-22,"Americano with Milk",9,5,45,Card
COF-00881,2024-07-26,"Americano with Milk",2,5,10,Card
COF-00882,2024-09-01,"Americano with Milk",7,5,35,Card
COF-00883,2024-07-10,"Americano with Milk",4,5,20,Card
COF-00884,2025-01-26,"Americano with Milk",8,5,40,Card
COF-00885,2024-07-01,"Americano with Milk",9,5,45,Card
COF-00886,2024-04-19,"Americano with Milk",7,5,35,Card
COF-00887,2024-04-12,"Americano with Milk",8,5,40,Card
COF-00888,2024-04-01,"Americano with Milk",8,5,40,Card
COF-00889,2024-10-17,"Americano with Milk",5,5,25,Card
COF-00890,2024-03-18,"Americano with Milk",5,5,25,Card
COF-00891,2024-10-09,"Americano with Milk",3,5,15,Card
COF-00892,2024-03-04,"Americano with Milk",8,5,40,Card
COF-00893,2024-03-30,"Americano with Milk",3,5,15,Card
COF-00894,2025-03-21,"Americano with Milk",7,5,35,Card
COF-00895,2024-08-18,"Americano with Milk",4,5,20,Card
COF-00896,2024-05-17,"Americano with Milk",8,5,40,Card
COF-00897,2024-09-13,"Americano with Milk",2,5,10,Card
COF-00898,2024-05-27,"Americano with Milk",5,5,25,Card
COF-00899,2024-08-03,"Americano with Milk",4,5,20,Card
COF-00900,2024-07-24,"Americano with Milk",9,5,45,Card
COF-00901,2024-04-06,"Americano with Milk",4,5,20,Card
COF-00902,2024-07-15,"Americano with Milk",4,5,20,Card
COF-00903,2024-10-28,"Americano with Milk",4,5,20,Card
COF-00904,2024-09-09,"Americano with Milk",2,5,10,Card
COF-00905,2025-02-16,"Americano with Milk",3,5,15,Card
COF-00906,2025-02-13,"Americano with Milk",7,5,35,Card
COF-00907,2024-10-12,"Americano with Milk",5,5,25,Card
COF-00908,2024-06-19,"Americano with Milk",6,5,30,Card
COF-00909,2024-12-16,"Americano with Milk",4,5,20,Card
COF-00910,2024-08-25,"Americano with Milk",6,5,30,Card
COF-00911,2024-09-19,"Americano with Milk",7,5,35,Card
COF-00912,2024-05-26,"Americano with Milk",9,5,45,Card
COF-00913,2024-12-19,"Americano with Milk",2,5,10,Card
COF-00914,2024-05-08,"Americano with Milk",6,5,30,Card
COF-00915,2025-03-04,"Americano with Milk",2,5,10,Card
COF-00916,2024-07-16,"Americano with Milk",4,5,20,Card
COF-00917,2024-04-17,"Americano with Milk",6,5,30,Card
COF-00918,2025-01-17,"Americano with Milk",8,5,40,Card
COF-00919,2024-11-12,"Americano with Milk",8,5,40,Card
COF-00920,2024-09-27,"Americano with Milk",6,5,30,Card
COF-00921,2025-02-24,"Americano with Milk",3,5,15,Card
COF-00922,2024-10-04,"Americano with Milk",9,5,45,Card
COF-00923,2024-07-03,"Americano with Milk",7,5,35,Card
